kind,id,payload_json
reifier,reifier_dc73aa49cb4aa487ac1f9e3a275a76e2edd2a6f80b1e79f8e64e6f9264e6ad9a,"{""id"":""reifier_dc73aa49cb4aa487ac1f9e3a275a76e2edd2a6f80b1e79f8e64e6f9264e6ad9a"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-held-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-fabrication-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/heldStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-fabrication-held-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_df914bac7ac900f841088ef7ddc2cc4e5b6b46a030fba6a7fd1058710148b629,"{""id"":""reifier_df914bac7ac900f841088ef7ddc2cc4e5b6b46a030fba6a7fd1058710148b629"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-downstream-telling-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-downstream-blog-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/propagatesFrom""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-dupe-post-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_e3eff9f855cab9f868ceddc1e21ab81b1c2bfbabae0d2fa1952ff8e4c7890392,"{""id"":""reifier_e3eff9f855cab9f868ceddc1e21ab81b1c2bfbabae0d2fa1952ff8e4c7890392"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-projected-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-fabrication-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-fabrication-projected-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_e591e82b07ac61bd6cb54c7b6e08c33ed994c14a0d4a7f0f08102588a9f0ea04,"{""id"":""reifier_e591e82b07ac61bd6cb54c7b6e08c33ed994c14a0d4a7f0f08102588a9f0ea04"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-date-julian-1582""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-reformation-date""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTime""},""object"":{""kind"":""literal"",""lexical"":""1582-10-05T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null}},""graph"":{""kind"":""default""}}"
reifier,reifier_e5f98ba13b11c0e1aa2cb8089a3d7192ce0d0cbe7e3ada9e4fda2526d62a5520,"{""id"":""reifier_e5f98ba13b11c0e1aa2cb8089a3d7192ce0d0cbe7e3ada9e4fda2526d62a5520"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-held-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-disinformation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/heldStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-disinformation-origin-held-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_e7619fbed2f52d50c5e702bb16bd1c9c39f1860d5179bed8101feefff1f7861d,"{""id"":""reifier_e7619fbed2f52d50c5e702bb16bd1c9c39f1860d5179bed8101feefff1f7861d"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-projected-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-impersonation-projected-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_e7bd0aa7dac06afb7bd89edccfe61c1b26e4d46fff045ae9e20f743c6daffe05,"{""id"":""reifier_e7bd0aa7dac06afb7bd89edccfe61c1b26e4d46fff045ae9e20f743c6daffe05"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-projected-modality-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-bullshit-projected-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""}},""graph"":{""kind"":""default""}}"
reifier,reifier_e9d9b7405faebcb99efaa3f51fa071cbb1db7b2b9de25ec9cec927ba8afb7c84,"{""id"":""reifier_e9d9b7405faebcb99efaa3f51fa071cbb1db7b2b9de25ec9cec927ba8afb7c84"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-verification-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/verificationresult-fabrication-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/hasVerificationStatus""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/verificationStatusFailed""}},""graph"":{""kind"":""default""}}"
reifier,reifier_eb0babe2fe9f59b69afbdd49761f7c903a2140d0656b56e18a0b7ca76f117ad2,"{""id"":""reifier_eb0babe2fe9f59b69afbdd49761f7c903a2140d0656b56e18a0b7ca76f117ad2"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-belief-modality-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-dupe-belief-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""}},""graph"":{""kind"":""default""}}"
reifier,reifier_eb206a9a5ee135be9639e9396f060d69cd160582fb3f15c507015ffb6fb8fee8,"{""id"":""reifier_eb206a9a5ee135be9639e9396f060d69cd160582fb3f15c507015ffb6fb8fee8"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-lie-held-modality-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-lie-held-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""}},""graph"":{""kind"":""default""}}"
reifier,reifier_eba0ac71612ceaf2a178bd9f06ff9c15c96f9b054cd1abbff1e39e7ecf8b630b,"{""id"":""reifier_eba0ac71612ceaf2a178bd9f06ff9c15c96f9b054cd1abbff1e39e7ecf8b630b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-projected-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-deception-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-projected-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_ed230b434ae41794fc9ca3ac35b17bd943ba27bd6a65ca92e11ffe63830b1c09,"{""id"":""reifier_ed230b434ae41794fc9ca3ac35b17bd943ba27bd6a65ca92e11ffe63830b1c09"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-held-modality-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-fabrication-held-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""}},""graph"":{""kind"":""default""}}"
reifier,reifier_ef7fb84374f818391de046026db8ae9b406de3716c9db384e06a0cca2add8938,"{""id"":""reifier_ef7fb84374f818391de046026db8ae9b406de3716c9db384e06a0cca2add8938"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/claim-mark-holder-acme""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/contested-trademark""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/trademarkHolder""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/acme""}},""graph"":{""kind"":""default""}}"
reifier,reifier_f249a011cf3ec4e8a2f12f9b8a61f8fecec91739f303b4735d7c0bbc3465f399,"{""id"":""reifier_f249a011cf3ec4e8a2f12f9b8a61f8fecec91739f303b4735d7c0bbc3465f399"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-deceiver-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-disinformation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/hasParticipant""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/agent-deceiver-001""}},""graph"":{""kind"":""default""}}"
reifier,reifier_f2f184bf00a9e7dad884f15111bc757d97d54081d5174b7a516e1bc282ee1798,"{""id"":""reifier_f2f184bf00a9e7dad884f15111bc757d97d54081d5174b7a516e1bc282ee1798"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-bar17-meter-7_8""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/bar17""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/assignedMeter""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/metricStructure78""}},""graph"":{""kind"":""default""}}"
reifier,reifier_f4979dd33323f0ad9f9a83662f888e25de94c107a2695fd347f1377c57c1ae71,"{""id"":""reifier_f4979dd33323f0ad9f9a83662f888e25de94c107a2695fd347f1377c57c1ae71"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-self-deception-held-modality-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-self-deception-held-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""}},""graph"":{""kind"":""default""}}"
reifier,reifier_f8187d7f23b00c9b6d50eca26128572603b0c48684ac9670c6dd79efff83839c,"{""id"":""reifier_f8187d7f23b00c9b6d50eca26128572603b0c48684ac9670c6dd79efff83839c"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-fabrication-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-fabrication-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeFabrication""}},""graph"":{""kind"":""default""}}"
reifier,reifier_f9bdfdd6236dc6bec72f040f74633e473575f0439a08977dbbb6a811952f9418,"{""id"":""reifier_f9bdfdd6236dc6bec72f040f74633e473575f0439a08977dbbb6a811952f9418"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-distortion-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-distortion-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDistortion""}},""graph"":{""kind"":""default""}}"
reifier,reifier_fa4ce4685e64f937308014ee52b37d9c0fc75d7ecf089d46a48c4d4451505bd2,"{""id"":""reifier_fa4ce4685e64f937308014ee52b37d9c0fc75d7ecf089d46a48c4d4451505bd2"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-self-deception-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-self-deception-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeSelfDeception""}},""graph"":{""kind"":""default""}}"
reifier,reifier_fd8f3da0c8ef7bbf32b00604ee21fe8e1140fa3b429ef99d961fad2b4b10dc58,"{""id"":""reifier_fd8f3da0c8ef7bbf32b00604ee21fe8e1140fa3b429ef99d961fad2b4b10dc58"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-impersonation-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeImpersonation""}},""graph"":{""kind"":""default""}}"
reifier,reifier_ff9042002536862724eaaed04fd4437d9c837011bfaeff95e752d5e399bfc054,"{""id"":""reifier_ff9042002536862724eaaed04fd4437d9c837011bfaeff95e752d5e399bfc054"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-telling-001""},""statement"":{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-dupe-post-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/propagatesFrom""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-origin-article-001""}},""graph"":{""kind"":""default""}}"
annotation,annotation_0080ce04484c0f11761881c4fa39c0bc859ab54ba4840abc3876a6dd2aa95c6c,"{""id"":""annotation_0080ce04484c0f11761881c4fa39c0bc859ab54ba4840abc3876a6dd2aa95c6c"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-projected-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-08T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_00de63a15093d63d622745545d698376480ab540151013177e91f80c39779513,"{""id"":""annotation_00de63a15093d63d622745545d698376480ab540151013177e91f80c39779513"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fiction-narrative-frame-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-07T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0294141142766feb0c73c320c379725f1214707337dceecf0eb00522053c760a,"{""id"":""annotation_0294141142766feb0c73c320c379725f1214707337dceecf0eb00522053c760a"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.9"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_02a82573301e9544cc1153243dc2b7fd1bde63fb062f6666c8f01ec9f0cac85d,"{""id"":""annotation_02a82573301e9544cc1153243dc2b7fd1bde63fb062f6666c8f01ec9f0cac85d"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-10T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0581e91eebceceaedde26b4656911b62127f5bd8a361d23bd8b9ff48ca6a3603,"{""id"":""annotation_0581e91eebceceaedde26b4656911b62127f5bd8a361d23bd8b9ff48ca6a3603"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-ai-commit-authorship""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.9"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0642490b39210693c78a3bd04b376af0090bdb1ba6b02caea6041b11d3de9dec,"{""id"":""annotation_0642490b39210693c78a3bd04b376af0090bdb1ba6b02caea6041b11d3de9dec"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-slam-occupancy-cell-42""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-07T09:30:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_080d91d7ec84fc6fbde7516ef559d1e418d2dc636ee07db2565e857869142925,"{""id"":""annotation_080d91d7ec84fc6fbde7516ef559d1e418d2dc636ee07db2565e857869142925"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-date-gregorian-1582""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.95"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0b301417a8a055029c05f29a973308a4d17d0a4582c1593412523479be16fe41,"{""id"":""annotation_0b301417a8a055029c05f29a973308a4d17d0a4582c1593412523479be16fe41"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ai/claim-east-wing-close""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.85"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0b4c0600f1a2588c4a7debfc29e9cb7569e3587733cae44f1dc621d3f7118fa2,"{""id"":""annotation_0b4c0600f1a2588c4a7debfc29e9cb7569e3587733cae44f1dc621d3f7118fa2"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ai/claim-east-wing-close""},""predicate"":""https://blackcatinformatics.ca/gmeow/mappedFrom"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ai/invocation-19""},""graph"":{""kind"":""default""}}"
annotation,annotation_0c378971b775e986aaa9f09f7ea8e705ec5aa98841953d5c8ad118fd752e6818,"{""id"":""annotation_0c378971b775e986aaa9f09f7ea8e705ec5aa98841953d5c8ad118fd752e6818"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-deceiver-participant-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-11T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0e8a37ecb94b6705b599c26a988175e52fe82abbc1086e8ce5fbef50061e7b0b,"{""id"":""annotation_0e8a37ecb94b6705b599c26a988175e52fe82abbc1086e8ce5fbef50061e7b0b"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-distortion-projected-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-04T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_0ee7b19acd393caf2a271ebc60431c0e61ff38c4e5f06aaf80166a406862bc6f,"{""id"":""annotation_0ee7b19acd393caf2a271ebc60431c0e61ff38c4e5f06aaf80166a406862bc6f"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/assertedAt"",""object"":{""kind"":""literal"",""lexical"":""2026-06-05T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_10204887bd0ed73be8b4d7892b9299fd5db36aba6fdefe4966c3a8abe2fe00cb,"{""id"":""annotation_10204887bd0ed73be8b4d7892b9299fd5db36aba6fdefe4966c3a8abe2fe00cb"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fiction-veridicality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.95"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_10d1e943e3157408986c4ada7ba19e294dec16b2abf01ecc0d0b873108ba2f9f,"{""id"":""annotation_10d1e943e3157408986c4ada7ba19e294dec16b2abf01ecc0d0b873108ba2f9f"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-territory-1850-per-2025-historiography""},""predicate"":""https://blackcatinformatics.ca/gmeow/standpointModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/conceivable""},""graph"":{""kind"":""default""}}"
annotation,annotation_112fcf0695a0694207a5c78d00cec1a685becec6697d9e13d689f082836eeb18,"{""id"":""annotation_112fcf0695a0694207a5c78d00cec1a685becec6697d9e13d689f082836eeb18"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-distortion-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
annotation,annotation_116b537f2d9c04c3a0026f95be9e0139717ce500402759cc94b98692d05c0bf4,"{""id"":""annotation_116b537f2d9c04c3a0026f95be9e0139717ce500402759cc94b98692d05c0bf4"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-implicates-signature-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.85"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_124daa4e9c9d5edf9e4404978a55f6f745045151a8119a334e5bf200e1221ffb,"{""id"":""annotation_124daa4e9c9d5edf9e4404978a55f6f745045151a8119a334e5bf200e1221ffb"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-self-deception-roles-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-therapist""},""graph"":{""kind"":""default""}}"
annotation,annotation_12c6063a214bc4d31c4567d312859954641d51963412606994f1ed95e25a6079,"{""id"":""annotation_12c6063a214bc4d31c4567d312859954641d51963412606994f1ed95e25a6079"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-crimea-in-ukraine-per-un""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-un""},""graph"":{""kind"":""default""}}"
annotation,annotation_133089ebe55cc3bb1dc527207356d8c6f44b43fc47b166434ec20761729c1efe,"{""id"":""annotation_133089ebe55cc3bb1dc527207356d8c6f44b43fc47b166434ec20761729c1efe"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/reifier/48dcc08cba7412ad99d7a65cc9d0db751589d0a2""},""predicate"":""https://blackcatinformatics.ca/gmeow/importanceLevel"",""object"":{""kind"":""literal"",""lexical"":""2"",""datatype"":""http://www.w3.org/2001/XMLSchema#integer"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_13cd81dfcd1e5f18d04941e0b8f7ace6f9db0d696836df62f2a9a361a24437f9,"{""id"":""annotation_13cd81dfcd1e5f18d04941e0b8f7ace6f9db0d696836df62f2a9a361a24437f9"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-downstream-belief-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.6"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_15929e7c247668d1ccb9bd14c717af4d63e1a4434aee7ece13321a0eadf06ce8,"{""id"":""annotation_15929e7c247668d1ccb9bd14c717af4d63e1a4434aee7ece13321a0eadf06ce8"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-omission-held-modality-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/confidence"",""object"":{""kind"":""literal"",""lexical"":""0.85"",""datatype"":""http://www.w3.org/2001/XMLSchema#decimal"",""language"":null,""direction"":null},""graph"":{""kind"":""default""}}"
annotation,annotation_15c9b28bb5a9e11e9dddecb0baf1512d23d39934804c34eaa63eca88d689456f,"{""id"":""annotation_15c9b28bb5a9e11e9dddecb0baf1512d23d39934804c34eaa63eca88d689456f"",""reifier"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-forgery-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/accordingTo"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-investigator""},""graph"":{""kind"":""default""}}"
