id,source,target,edge_type,rdf_json
edge_5aacf650573ca925b89a69719f6c0bed09e410c912e91d0fa4f3ccb8dacb638c,node_b6931cdc2f123c4e98558f0d28260c48467397a6c178585a9015ae109c5ee49a,node_3dd879327a84b52ec583de9a0a251915ca7bf08dfc0b6c96c430b5c58eec5816,https://blackcatinformatics.ca/gmeow/trademarkHolder,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/contested-trademark""},""predicate"":""https://blackcatinformatics.ca/gmeow/trademarkHolder"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/acme""},""graph"":{""kind"":""default""}}"
edge_5d3d4db05ab2483252a5b71ff7786d712cb50c5eb650368abb5d9cd4d4ad30ad,node_bf2892191ea4ead792796517e62cc127a670f8505735eaec861ccbee52bb3128,node_bfabfffc7ecfcdb5da1a4fc4a582efceb3ccf701bbc1953d0d9f9668b823e62e,https://blackcatinformatics.ca/gmeow/parentFrame,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/referenceFrameRobotEndEffector""},""predicate"":""https://blackcatinformatics.ca/gmeow/parentFrame"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/referenceFrameRobotBase""},""graph"":{""kind"":""default""}}"
edge_5eafc03d93718e52f24f7453f0056a08589d6a1adb34b446ebfa980ed974b112,node_8ad390a32450c20b69800ac4f41da3dd0d3abd5bbaeafe0c7d7423c2cd8978bb,node_33d1e82d58978f5e08da6de1daa7f8a4c6baf76575078c15730f3e8b814bcfaf,https://blackcatinformatics.ca/gmeow/hasComposer,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/greensleeves-work""},""predicate"":""https://blackcatinformatics.ca/gmeow/hasComposer"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/anonymous-composer""},""graph"":{""kind"":""default""}}"
edge_630755264042bcfa6b9c139ade08202a74042e4fc4d3efa076fc9c21be0d049a,node_5d630954975622558b56f63dc946784d2546aefcfea9e60e612e1123070b8e89,node_66fdc002941394b53b0204dfb48be08dbeb5f030b704adb6963b762d0507a4bd,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-forgery-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeForgery""},""graph"":{""kind"":""default""}}"
edge_67b9e626e5584d8a1ae80e435368539428427ac4267e2cf2bba7be1c51b77043,node_2418de956458a7db208bcec96621ed6ddae07a45d5041b4d5efc36377d65f434,node_cdf1ef486eb166e281659b52f26d0287c22431483ff16d0ae6a982197695dc37,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeImpersonation""},""graph"":{""kind"":""default""}}"
edge_6ba33fc17a5f24b3d25ce59c90c7efd5dfa1c447c05dd46fa939e09e51bb9609,node_8ab62b1967be8c8f1a6bd7ce6ed1ce6c80419f0fb86bea0e8ffca36212dc5a92,node_3a89ec8bc2955ca411f81e61245269cf23ac12354219687459def60b043699a7,https://blackcatinformatics.ca/gmeow/hasLicense,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/photo""},""predicate"":""https://blackcatinformatics.ca/gmeow/hasLicense"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/cc-by-4""},""graph"":{""kind"":""default""}}"
edge_6c66a626abe051e768177b3f70f3efffd7571c7a2d0295dfe4952adbc9a6d9ec,node_b2d2f24b1ab18c6a39144fac4a4d3e41e75c6ac623254781f9f67261aaec30d0,node_cdb9623fe0c981990cdd60109e939d68577d53143bcc0097cf291740b7c00d0e,https://blackcatinformatics.ca/gmeow/knowsLanguage,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/alice""},""predicate"":""https://blackcatinformatics.ca/gmeow/knowsLanguage"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/lang-toki-pona""},""graph"":{""kind"":""default""}}"
edge_709e6251cd1aaf43b2ebdd151637e8ceba69f189f9cfd07ad8dc5fdb86c606b1,node_cedadacb35ecfbe68f4bbcba2e8a2081e21c8eaf4f48be9d5bf2a43a9316e7fc,node_31465bbbfce827574fce27ecba1caf800ab17316535f242d793b4762a422c0c4,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-bullshit-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-bullshit-held-001""},""graph"":{""kind"":""default""}}"
edge_73a6f8e0b707648d58ab0e48409dce0900d7ff5bb33f391c21a267b4b14a0a64,node_887939614ab7696496833ace44c890941f6f01b688db2e2b9c5ddcfbafb43d20,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-distortion-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_74aed150cce54eb21fbdd8251fd15664d77f492fc1ab0b389dc4104e11edbe8d,node_09ba9e7a40217b379729f5467bcc5dcdade92617427b4660413ab73701732c0f,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-forgery-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_796206f1d79179d877bb0f936cb8763cc6a3c2a90cee87afe3dde2e7fd77a578,node_8c22028a86ea3f2b5ba15956a14b1c0714cd6d1b2a0abc8b8428a8bd6e4543c7,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-omission-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_7b75773d30a7610ef5355068eab872ffb4b76a2168cbb20dc10d53afda4d6094,node_da5bc5be91e2a70713af306ebd48db80ab5b8182801e6bb732f206bf0141efb6,node_522cfda32d2d7eab008178597c790469e2f5230a7880e28937aa3f5e55ad9369,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-downstream-reshare-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDeception""},""graph"":{""kind"":""default""}}"
edge_7c1a8855bc2e1baa4a53d79bf9f7b3c9414eedd3271a5cf2d8dfabd69938683d,node_59861414bdf0270bf2e02b28cee34423dec47ab2d2815129b330088eadfc51bb,node_92e04731f8b9424b4cd4df64b558e4ab5c9db2be0e2c9f70328ae5b8919d25ce,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-forgery-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""},""graph"":{""kind"":""default""}}"
edge_8280b93504eda79a0eac61287dba84c498b3ec50bd378baf55bbf89b9c420308,node_cbda4aa7e23588379b47f003e238cedf4e0393c7dd241895c97b3968ff2f039e,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-bullshit-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_849c6b81bc03be02935f78dcebb3b8f02a199dda58b364fa6ff21848b6a74177,node_a1605f1a3806c2d3e6998a0465a2661fb9e7a897c0a7efea592928f4bef64d1e,node_2418de956458a7db208bcec96621ed6ddae07a45d5041b4d5efc36377d65f434,https://blackcatinformatics.ca/gmeow/observedFeature,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/identityfacet-impersonation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/observedFeature"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""graph"":{""kind"":""default""}}"
edge_86049809d10f12c3f0ab9750992f3e31160cd0dd21b3a7829b83c75de7ef908f,node_3c15898454e3c34ebbce265bfb815d9e89884322625c217e1b0dedccb24e2baa,node_cdff2acd46f6089afb87a8825d5e1c7a23f871dd12b335b5ebeade629ac167c2,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-paltering-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-paltering-projected-001""},""graph"":{""kind"":""default""}}"
edge_88e6b8c0c21f80b591951454aa441cb996d4ce08ceb2f23e6e67be35806cfb7f,node_06ac21cbd24ae8577ec7ac3e6b4a42506675278cd730efdd793ec09c86014333,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-self-deception-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_8a489a144ba4f346f0653243983260c28f10fb6262ec5f094da8d48ec2e9b845,node_da5bc5be91e2a70713af306ebd48db80ab5b8182801e6bb732f206bf0141efb6,node_fbc8921ae8f75c0965384b8ef4520131499edabf0678b6250685eb59de42f761,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-downstream-reshare-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-downstream-belief-001""},""graph"":{""kind"":""default""}}"
edge_8b0ef0c971d506a521615c7e0ee037b9c7d8de879ac76becd22369f4355043a3,node_8ad390a32450c20b69800ac4f41da3dd0d3abd5bbaeafe0c7d7423c2cd8978bb,node_4047ff31a462521dcea444a9d1d2da697065a84b9405878cd1bd072ab9301395,https://blackcatinformatics.ca/gmeow/hasComposer,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/greensleeves-work""},""predicate"":""https://blackcatinformatics.ca/gmeow/hasComposer"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/henry-viii""},""graph"":{""kind"":""default""}}"
edge_8dfb35f3540bc5c73f605e7d9af5872e0eff0e4377198d91d6431fb6db1d86e8,node_d8a7918ccf645799435d1073289c07aed3ba5b7b56ffc8602ca73cc97c73895c,node_b3d1be430d57a3d221603e8d7faa1c02cf8946ad72dc90f0109f2136eebd14af,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-fabrication-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-fabrication-projected-001""},""graph"":{""kind"":""default""}}"
edge_98b793c8448c43d4e284b54791d516e7fc491fee314360bb1fa3346cbc087212,node_ec02649b548e5aa1eda4fe23625d1911ac4a4fb8a34ec7aeb0a47945ecbe328c,node_9791271b469153c9d2ebe45301d39d7ae54957a30dc6b3eee12444795cc5b8fd,https://blackcatinformatics.ca/gmeow/claimVeridicality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-hogwarts-exists""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimVeridicality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/veridicalityLicensedFalsehood""},""graph"":{""kind"":""default""}}"
edge_9da224915f88cf20dc00d38fd310ce211ed59913f5a54bc2056de10e541437b2,node_ef7847b1e1ad4e469e8b0b59de6134d827b6ad4b80f6a0bb739c821f17c8b53f,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-impersonation-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_9dbff83ca8964dadeabcd893ebfbe515de81d70e8366b1b2aeec2013f24abc3c,node_2c59d80e8d2e0d016d2d44f8f72000b04112fef4fbde22c540705252bc777d71,node_dad156d2a8f5bc7bcdd2e7b5c8125200ad0033ded0fc30b32186e2b0f7b56c40,https://blackcatinformatics.ca/gmeow/claimVeridicality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-dupe-belief-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimVeridicality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/veridicalityUntrue""},""graph"":{""kind"":""default""}}"
edge_9e25169b8fbf8b3e620790ec26f0bd293a08b2098029f95a60450e80b6263453,node_3d16f76bb2cf4bf96bda946529ee40c66c7bd341b88bd614fbdd89d5dcff277f,node_0e6b6eb8e321530099bab678a050cfdd5b9eb02d67750c59805ec2ca82485ed8,https://blackcatinformatics.ca/gmeow/participationEvent,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/participation-disinformation-dupe-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/participationEvent"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-dupe-reshare-001""},""graph"":{""kind"":""default""}}"
edge_a02cc7f6636e3f69388ce97c753aabf4dd1a8931c0180abb5d745a56f907e6c2,node_7b46620c98ffe749e0d44479496a062a1fa0597aade32e4060f9b74e2e256d4c,node_887939614ab7696496833ace44c890941f6f01b688db2e2b9c5ddcfbafb43d20,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-distortion-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-distortion-projected-001""},""graph"":{""kind"":""default""}}"
edge_a51706aa72b2c2ac2a8badc1ab4231508aa1d20a944ed8abc3d51eb3b4c6a865,node_fdd2b2fb414a77ba32ba8d7250b843edc08fd4f73169d4970aee46f5b61a9c9f,node_f4182c555ee5bfee467ce288e97a576cc443784c37232ada8de40f9930c0fc35,https://blackcatinformatics.ca/gmeow/propagatesFrom,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-downstream-blog-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/propagatesFrom"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-dupe-post-001""},""graph"":{""kind"":""default""}}"
edge_a7734e3c4b72c59fb6405aaf34152453b92c7e3bf4bb24fca56edabd157b18f7,node_3c15898454e3c34ebbce265bfb815d9e89884322625c217e1b0dedccb24e2baa,node_9132582e5f8200cdb0a973165c2296b14e5107a117fd7e7f01bc45ec4e34097a,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-paltering-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-paltering-held-001""},""graph"":{""kind"":""default""}}"
edge_a77917927f9b3499498a36b11a79fa91bf44fdf61e4580964093fe5db3f55119,node_b6931cdc2f123c4e98558f0d28260c48467397a6c178585a9015ae109c5ee49a,node_b93395d778aaacf2bd33fcff19a636836294399a205c118df16d7419c6a20211,https://blackcatinformatics.ca/gmeow/trademarkHolder,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/contested-trademark""},""predicate"":""https://blackcatinformatics.ca/gmeow/trademarkHolder"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/omega""},""graph"":{""kind"":""default""}}"
edge_adfb0795dc190fe1d9ffd1b6c41dac8445669efdaf807d518f2d5545d02af0c5,node_5d630954975622558b56f63dc946784d2546aefcfea9e60e612e1123070b8e89,node_e48da2a31d7db339c83bffbab22698fc151cb55daefc69300c91cac5a629a1da,https://blackcatinformatics.ca/gmeow/implicates,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-forgery-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/implicates"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/creativework-forged-001""},""graph"":{""kind"":""default""}}"
edge_b225625533d129f24981848b9de6ca42b06d69a849d27d31f8f20d376e235e0f,node_2c59d80e8d2e0d016d2d44f8f72000b04112fef4fbde22c540705252bc777d71,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-dupe-belief-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_b483f45693ecab90761d0d2158ee7dac384370a0b8aa402aeaa1129137e45f60,node_5b6692d54b70ef12900753289e451b57656ab3b3c1ae3bca6855631fe401a4b6,node_55d8c0f4e0f6406eab4631b9b9a57003318a66b932c53e84c060626bef8a7e26,https://blackcatinformatics.ca/gmeow/containedInPlace,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/crimea""},""predicate"":""https://blackcatinformatics.ca/gmeow/containedInPlace"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ukraine""},""graph"":{""kind"":""default""}}"
edge_b4e49089ea37697602c8c758bbab96556fc1e16afe477df37d2f9522e75b2dc7,node_2418de956458a7db208bcec96621ed6ddae07a45d5041b4d5efc36377d65f434,node_ef7847b1e1ad4e469e8b0b59de6134d827b6ad4b80f6a0bb739c821f17c8b53f,https://blackcatinformatics.ca/gmeow/projectedStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-impersonation-projected-001""},""graph"":{""kind"":""default""}}"
edge_b888432d2e7fd30b177316ec90f7fbf800596193bd64a5ac93c485ebc391df65,node_b01ebe0cdaa0c2f31e7af00e3297c968214e59b45a40ff63b5a1fe0c10bbd74e,node_e7485c5e87e232e9f39141f42b1197cc0679f1b35b7c9ea43911508f97f01059,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-disinformation-origin-projected-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""},""graph"":{""kind"":""default""}}"
edge_ba2c3ca236c2aadab448ed502a70550cc528659398465d15f5e39d1f9a6c117c,node_51d0726b9e9cdbef9d67eee8f74bb4ad6c0cc283ddd917b10b589f6fb3d82d93,node_522cfda32d2d7eab008178597c790469e2f5230a7880e28937aa3f5e55ad9369,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-deception-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDeception""},""graph"":{""kind"":""default""}}"
edge_bad5189b7993d3b46a0a1a018880cc780eb766277ce494bc22f047a77e20bd83,node_1c0a0e0d1302621356f2391e5ccbe36512ce18236008f4dc2d0a41dc2bc80dfa,node_3070827417489fb6d2367cf73f56b6c5600dd42f9d2caf9920c8a16d37d78aad,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-omission-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeOmission""},""graph"":{""kind"":""default""}}"
edge_bba4a9739b406178d111e708175fd736b94c60989ed6c55e0b2216313b9256f5,node_2b6a2c6ca0fa20347f92442998eb26460b3346c56a793d708a86ae57ffbf0416,node_92e04731f8b9424b4cd4df64b558e4ab5c9db2be0e2c9f70328ae5b8919d25ce,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-impersonation-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""},""graph"":{""kind"":""default""}}"
edge_be6cdaa57b1b5f452c8f3560965e480ae2b945015580d83c18f551432163690c,node_91ea8dd7cf7b609a7d9a9ded0acc0b5f0dce166a3d41d586eaee4daca140c155,node_16e3ebec05e37d0bc154b65c4c14bf102b5829f7464d7009435e22612ae53033,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-self-deception-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeSelfDeception""},""graph"":{""kind"":""default""}}"
edge_bff7b9b023b17f7ba18612c3ab51d45a86f85eb287cbd65ecb9b907eb8362a6f,node_2418de956458a7db208bcec96621ed6ddae07a45d5041b4d5efc36377d65f434,node_a1605f1a3806c2d3e6998a0465a2661fb9e7a897c0a7efea592928f4bef64d1e,https://blackcatinformatics.ca/gmeow/implicates,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/implicates"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/identityfacet-impersonation-001""},""graph"":{""kind"":""default""}}"
edge_c0b99489238889cce98e0fa2380a6ad1ab4402100be2a194000849fa1150aa92,node_3c15898454e3c34ebbce265bfb815d9e89884322625c217e1b0dedccb24e2baa,node_57e8dae2a161b4590efd33cf2324e069908ae076441258a2f5bda93444d4c703,https://blackcatinformatics.ca/gmeow/eventType,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-paltering-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/eventType"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypePaltering""},""graph"":{""kind"":""default""}}"
edge_c153d5dc766d68d2591b9a7ba3d484401813ddf4bc3400ac1c71d892a6c71b11,node_18a8df3feb1bbceb9d59545b58afad302eee6b25a4460e20c1e3b9aec8e7873e,node_246a5fbe7705540c06c247064a853073df5e735dd5f6ae15a6b0db7806995953,https://blackcatinformatics.ca/gmeow/claimModality,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-distortion-held-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/claimModality"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/probable""},""graph"":{""kind"":""default""}}"
edge_c31f4f4feffbcd644f640981098e3fd905a5ce80e13e66657e911ad45ef89ae4,node_df34fe3e1c322f1bbf15a256b046c4addd8a4a893f6444fb2a991e1b31dab43f,node_baf7a18aaf2cda87f802c2c6b81656fd3dcd40d2851f60e26f8c3657065a0bce,https://blackcatinformatics.ca/gmeow/containedInPlace,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/territory-x""},""predicate"":""https://blackcatinformatics.ca/gmeow/containedInPlace"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/polity-y""},""graph"":{""kind"":""default""}}"
edge_c711c5352d3ef97bb44fca3fa4906739bad6d2fd20aaf6c2a7fc45318b14456d,node_f4182c555ee5bfee467ce288e97a576cc443784c37232ada8de40f9930c0fc35,node_ed59f0fda13b3934d07192a5aa871a824f29d688559f8aa6aa7bea5708a4ed1d,https://blackcatinformatics.ca/gmeow/propagatesFrom,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-dupe-post-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/propagatesFrom"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-origin-article-001""},""graph"":{""kind"":""default""}}"
edge_c7f33890e80f9e4125907d6f3113f1ee04695ed9d28a9ed37984f815638a1a97,node_2418de956458a7db208bcec96621ed6ddae07a45d5041b4d5efc36377d65f434,node_2b6a2c6ca0fa20347f92442998eb26460b3346c56a793d708a86ae57ffbf0416,https://blackcatinformatics.ca/gmeow/heldStandpoint,"{""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":""https://blackcatinformatics.ca/gmeow/heldStandpoint"",""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-impersonation-held-001""},""graph"":{""kind"":""default""}}"
