id,identity_json,labels_json,properties_json
node_3eed746b2f8dda82b4dfee4807e765390786e52a3ac322af1dc62f4bfda15bb6,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-bullshit-projected-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""}}",[],[]
node_3fa1edb13f050603d4745f80d43e34cb74acd9e33437225119d6a9b924350d6b,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-paltering-held-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""}}",[],[]
node_403df95a827a2834d82c166ba0f16da52be9e7e5a38323097c091925e09c986b,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-greensleeves-anonymous""}",[],[]
node_4047ff31a462521dcea444a9d1d2da697065a84b9405878cd1bd072ab9301395,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/henry-viii""}",[],[]
node_408b3d434d5716fd909ff4783a989ee91cce3c10132c863efb623db2ea436880,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-forgery-001""}",[],[]
node_42a9a46911d0f1ba495fc7c40471416642fcf9023dbedaa052d4deb4b10c9d0d,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-social-post-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/propagatesFrom""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-article-001""}}",[],[]
node_42df8f6c00f12c18528caf59c36fe21320a1da3b131257c6c858985ae04abf56,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-self-deception-projected-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""}}",[],[]
node_42f1959452c0f2a75233c0a7b3bda3c8d662b3e6dc652a09293984a2c5acac40,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-projected-modality-001""}",[],[]
node_43342be91abf5f6c4254a85eb7dce7a3ca41084a38a0906fe763a62dfd603f8b,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-intent-001""}",[],[]
node_45b29d09da3d0d42cacf00687a17725816ceb7c2cb2d1f3aa0b4d4d33ae6cae8,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/heldStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-impersonation-held-001""}}",[],[]
node_45c00bd85e4bafc701bfa2b58c8bd1daf61bbb8f963730462d5b2ba99ee9315c,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-factchecker""}",[],[]
node_4755e2fc797b2ddd2c338ec85db76eb1bf92a923ecd74ca3c49eedf2690405f0,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/contested-trademark""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/trademarkHolder""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/omega""}}",[],[]
node_47697d6c2495aa7e8668d982f8fd3d042d5eb18878fee502f3049248a20a0833,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/bar17""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/assignedMeter""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/metricStructure-4_4-plus-3_8""}}",[],[]
node_47f2f673453532351560a5b1b9970ece77811bb550b7f81f8ed5debd70374603,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/bar17""}",[],[]
node_4a4b91fddedc85bf2b4e53d93a7c2977fda5e8700ca5601a97e9ee6d1025b98c,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-fabrication-projected-modality-001""}",[],[]
node_4c08b4bb02dabf10a5a73f66ee82ffb1acb38ee826e7e80446c24cf06bd7173f,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-hogwarts-in-canon""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/accordingTo""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/narrative-frame-harry-potter""}}",[],[]
node_4c33b54e5103ee87f826109ac7d74165dc5ff8a0677d77222da189d0ca1f2d78,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/agent-corpus-classifier""}",[],[]
node_4d18d29f05dd42b5128fa7de532f0c6554bff9a795d1b4251471635eb3461593,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-event-001""}",[],[]
node_4d8238ce9486c2b4aaec22f92ac7e0332fcc0d174aacf3a2c4e29a96182db7ec,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-forger""}",[],[]
node_4dc44c0b6ec8196ed3e3114ad76ff2c7f739f7d46642a057b4e9fbcf7f69b850,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-projected-001""}",[],[]
node_4e0e96b6d0d9328c473f04e152914be35c27f1c23ec53f49cba945dc6e4b8445,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/photo-copyright""}",[],[]
node_4ec1a921aadaf34347686ee831ce755dccc13f97bf4dfac2a451fd376438b720,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/spectral-key-claim""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/analysisResult""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/pitchValue12EDOE4""}}",[],[]
node_4f91a37f8734b0c264dd8cfc10661aa43a5455973d1a47ac16be85cafc7cba5f,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-fabrication-projected-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""}}",[],[]
node_519b5777791a55f77a98d7d8c2ab14014606654041e424270d0d1388f88c5e2f,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-observedfeature-001""}",[],[]
node_51d0726b9e9cdbef9d67eee8f74bb4ad6c0cc283ddd917b10b589f6fb3d82d93,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-deception-001""}",[],[]
node_522cfda32d2d7eab008178597c790469e2f5230a7880e28937aa3f5e55ad9369,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDeception""}",[],[]
node_526afc8396282555c82006e1e11f7c827b6da81371466b44e043273205eec603,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-projected-modality-001""}",[],[]
node_533d48291dce57b01ae7141a9feab7c0e0e679f19585cd112a4e197112a5f5ab,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/proposition-paltering-implicated-001""}",[],[]
node_53545e267697e002840d7014e61b5321c16de6b6e8bd4825ce85845be2997c1f,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-projected-001""}",[],[]
node_5547c079653952da467cf4be2847e7591778275d4fafb38665110062a2a6e35c,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/identityfacet-impersonation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/observedFeature""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-impersonation-001""}}",[],[]
node_5582c266046a3abd28d9829c57bf2f2dba33a46a250526046793b00e47d586ec,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-disinformation-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDisinformation""}}",[],[]
node_55a29cbe5e56f7f5352cc9a470b1ed539132e7cdc939bcccb78fda1ee4a41c8a,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/robot-sensor-standpoint""}",[],[]
node_55d8c0f4e0f6406eab4631b9b9a57003318a66b932c53e84c060626bef8a7e26,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ukraine""}",[],[]
node_57432afd859df0dd83e9d0a5817cedffddc51eefdaf8a460c45d54bd49b3f0a3,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-forgery-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-forgery-projected-001""}}",[],[]
node_57e8dae2a161b4590efd33cf2324e069908ae076441258a2f5bda93444d4c703,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypePaltering""}",[],[]
node_58086d20115a3698a5a661ac2d7ea8c59a1f23ca4dac9c38b4c15e019438a053,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-tf-dynamic-end-effector""}",[],[]
node_59365c82866eb6bb838159af6db4cb9c772c519361761d2395c946a2530748b7,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeBullshit""}",[],[]
node_59861414bdf0270bf2e02b28cee34423dec47ab2d2815129b330088eadfc51bb,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-forgery-held-001""}",[],[]
node_59e48db8480b8823a561ba2ce992cb930980390c9f84d8dd24ab462b6a89e166,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/attestation-factcheck-001""}",[],[]
node_5a85373301b10747af3e250f196be08524eab06d4f950de133497ea02f3e1856,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-downstream-reshare-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/heldStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-downstream-belief-001""}}",[],[]
node_5acfc66cde805a06e7b332b6eb07feebed4fe7a851ff7f42235012d470555d18,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-downstream-belief-modality-001""}",[],[]
node_5b5ecc8046e02d07e7ce2557051800c3a0bb715f192bacb162b0b0687e97f7e2,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-social-post-001""}",[],[]
node_5b6692d54b70ef12900753289e451b57656ab3b3c1ae3bca6855631fe401a4b6,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/crimea""}",[],[]
node_5b6e28f89937413b82df95b5e77b2c4155da44727e16efd5f17a2bc54c29d20c,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-role-001""}",[],[]
node_5bf85224be84b3af852c3bd5c095c78d4f9ff6dcc2bc18d4952b3a96128d03e1,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-bar17-meter-7_8""}",[],[]
node_5c97f1da871f641af35308d8c276efedec10579aa3469df47064c24707b93a7c,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-avowed-self""}",[],[]
node_5ca08d7711662c385d20d758215f25afeb21a03932868b911e660dc2cf98de78,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-dupe-post-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/propagatesFrom""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/telling-origin-article-001""}}",[],[]
node_5d5de166e75f7c2dd6cd9e0ef6a95c630f9876e33d7f9f13d578ff73b0267cc8,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-ai-commit-authorship""}",[],[]
node_5d5e0c2e15f29ab8a2a5b25f6179d149707989f023f6082418fc702965dc69f9,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-bullshit-held-modality-001""}",[],[]
node_5d630954975622558b56f63dc946784d2546aefcfea9e60e612e1123070b8e89,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-forgery-001""}",[],[]
node_5ec7d15abe59656516964e48e9716907ec28bb7932258b54cb8ec608b22ff87d,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-forgery-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/implicates""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/creativework-forged-001""}}",[],[]
node_5f84efad7bb1f98d8d1a372350cfcf52e4a081401025f1eafbdb033eeaf43f8a,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/ai/assistant""}",[],[]
node_60bf416e913efef0c16f9a7ae1a4881c7445195f3b90c850d646f15151d38f9c,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-paltering-projected-001""}",[],[]
node_64ce9d096101f189f34fc38da20533104c7277d93df3eff9f2886f99277a3906,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-paltering-implicates-001""}",[],[]
node_6551eb9c5824da1479e18874d9a5bf70ca19b8200706f57801a0574abb53818a,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-forgery-implicates-work-001""}",[],[]
node_6580ef4a6f693a7eb6a36f77235f7e86769b6ea338b630611597abef6a8bc7be,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-self-deception-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/hasParticipant""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/agent-self-001""}}",[],[]
node_65b3013d66e7fd5f89545d5b599baba081dbbb23929f6762b526956026147be1,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-distortion-projected-modality-001""}",[],[]
node_660ddd6bfab2d64bca33e10d6df394d52e3d62c6d9776b8c821221df6429e53f,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/gi-alice""}",[],[]
node_66ec41ddc8ea455299fe119a5a5bb42d29178d50332e5225ef1048af6dfe5f59,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/alice""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/knowsLanguage""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/lang-toki-pona""}}",[],[]
node_66fdc002941394b53b0204dfb48be08dbeb5f030b704adb6963b762d0507a4bd,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeForgery""}",[],[]
node_6739f06cb8fdaa9d21a14103c100cc5aeca16d35ebc7f19823ec0c64ec8cbae4,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-ru""}",[],[]
node_6964973697aed9b0edbdcc1cc4a11ec496ef7e9798cd5b1c155106753cf05a52,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-paltering-held-modality-001""}",[],[]
node_6a78a03df834feb0abf3d34e441ac5d4d94e3076b3a084111c1701db783823a6,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-event-bullshit-001""}",[],[]
node_6af1190596fd7c933086d0f35cd961cd5896ac17c2bc3c68666862dc44862f39,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/copilot""}",[],[]
node_6d83e23d551baa1ed8ef1e3d7583ac4f6944830e442496834f6f7c35f85289a9,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-self-deception-projected-001""}",[],[]
node_6dc8c79832f253b98128231a156c6ce6bd8701854f92629ca3de1d6bc2bd68ae,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-omission-held-001""}",[],[]
node_6fcc0aba67c98e0ce58d8f16924715b07a00a63c20271852ed3456644903329f,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/photo""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/hasLicense""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/cc-by-4""}}",[],[]
node_6ff1976e97071a9a49b51ab74fd5d7c13621bc029c967265bf1b38d9e597cea3,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-impersonation-implicates-001""}",[],[]
node_702542c15877456e49c06caaeeaeecc9c067f4d1aa7bbd157fba43af8c5d3a30,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/fixtureMathRockWork""}",[],[]
node_70e9712a991b45e043de9b08afc608f663e20866aca12e2f54375ae5b41f2df1,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-deception-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDeception""}}",[],[]
node_7124d9e6fdb4d2e1bfe3055c63d2a233523dfc73e9db6fee056416291129e89d,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-disinformation-origin-projected-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/unequivocal""}}",[],[]
node_71ceb88ed5623aa0342cc489456a4986bf87b1d04492d3457f96acf89657351f,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-distortion-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDistortion""}}",[],[]
node_722bcf780a53d94364029a716ed2fccab4deb96c7e2a8d22d3929eed73ad352b,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/standpoint-popular-tradition""}",[],[]
node_72357ba0fc973cbed5ad6049c459a8ae7ead28241143daf0dfdc1301278008de,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeDistortion""}",[],[]
node_72a92a3c6c25b2b40c962f188fc009340d9477ddecc2cee8fc28211ba273f80a,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/birth-alice""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTime""},""object"":{""kind"":""literal"",""lexical"":""1990-05-01T00:00:00Z"",""datatype"":""http://www.w3.org/2001/XMLSchema#dateTime"",""language"":null,""direction"":null}}",[],[]
node_7553ab0d618b7f805a1b0c95263898ce337acddc080225a94183b0dbc07c24f8,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-disinformation-origin-held-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/refuted""}}",[],[]
node_76f576eaabc54e41928d05d62e0a3fb844c426941484afdb895e16cdc01f5d36,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-held-001""}",[],[]
node_774f51388d5d48270464e1119d1fddc67bc3af4f4df57fbb80366de9783bdf2e,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-deception-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/projectedStandpoint""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-projected-001""}}",[],[]
node_787a2ab729917da1ad85ef7aa9a9fed2d88cf4030be4947461e717aad605082e,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpoint-2025-historiography""}",[],[]
node_79771c33e7c802b4121dc70ef1bb9a15e7e7000cef8ac7f7727ba16e6bb9ee95,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-bullshit-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/bullshit""}}",[],[]
node_7b36d7ccc0fa3152453f429c3aba66d87146d3326dc93b893093d8e18a15e86f,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-distortion-projected-001""}",[],[]
node_7b46620c98ffe749e0d44479496a062a1fa0597aade32e4060f9b74e2e256d4c,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-distortion-001""}",[],[]
node_7ce76b3322f87947f422c2e65bb278da9442ae5b6b20f1e9b9ca2dc9c0cf3d03,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-bullshit-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeBullshit""}}",[],[]
node_7d1071c258d701dd479c18524a7180481c0b7c3709715d9dfd9ef34e35af31f4,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-omission-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventType""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/eventTypeOmission""}}",[],[]
node_7d6703e80ca32d42006eeabce92f1616b83c43f4715ae7720c42f4f96cb2ac1f,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/event-forgery-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/implicates""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/cryptographicsignature-forgery-001""}}",[],[]
node_7d838a7c5880396ebde77f467ed67ee113aa15f0f93c60b2d1f72391d245fd4b,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-origin-held-modality-001""}",[],[]
node_7e5f9e39c360683170c8dd7e77f105f134ea84245e0064daa6f4d72526e1ebb9,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-downstream-belief-veridicality-001""}",[],[]
node_7e6910dd5019d9135750acd5cb79465b83c5c95d4ce591e8743a94170402d5a9,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/rights/standpoint-acme""}",[],[]
node_7f70e4babfb5c4428d84fdc8fc2651d0bd70285dc827a87bbb1bc6ec3bc6085f,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-ai-german-sixth""}",[],[]
node_7fe082c9bae0d07a1d35244a0c33fb599c559b688dba51564744b398d2a59adf,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-alice-birthdate""}",[],[]
node_80b69d2db54d14d9585c71236acc4088c62962c86460382bfe6b2b87f6fc302e,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-disinformation-dupe-held-001""}",[],[]
node_819ad695063d389c564a10b0775fadc27c4f904b92c9c1569730b0df3d2083b3,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/genreMathRock""}",[],[]
node_819be48b136a895bb7dda7da5b2f4ee6a7857772fdc6a40622109cda2ae7059e,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-lie-projected-001""}",[],[]
node_827dc19532adeac182f0c002e2cc9c6ab441c260878a3d0bc26fbc58f1f28b60,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/metricStructure-4_4-plus-3_8""}",[],[]
node_836e04d5aab736e0eb80fee0652783c5708f301304d9e607abb902eaf7d4a60f,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/cryptographicsignature-forgery-001""}",[],[]
node_83bafcc8ecd82dbb85d3346aa7074ca191ffacb6a37c5a4a9bb6e8fb01fb6994,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-date-julian-1582""}",[],[]
node_83ded583b55bb2f0c1e733c188efe599b6908bb7ad0ebfe145596f8726955dc8,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/identity-deceiver-001""}",[],[]
node_840fb2e87a97519462e815a7bd1638fd8d508a089eb3d75c1727499e2c37ce51,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/claim-distortion-held-modality-001""}",[],[]
node_85f5ead7a0d7d42857e91c6175acd34347cdce61683562fcc743ac1b43008e0d,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/identity-sockpuppet-001""}",[],[]
node_8635c86a6c409287d6a1a7036f859023694c5da125e46b2d58e436a9960fe7d1,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/music/claim-bar17-meter-4_4-plus-3_8""}",[],[]
node_86c622676ae09c3157d702224a793e86d6a805d7b4f40ed9a3ab5eb754acd76f,"{""kind"":""triple"",""subject"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-distortion-held-001""},""predicate"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/claimModality""},""object"":{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/probable""}}",[],[]
node_887939614ab7696496833ace44c890941f6f01b688db2e2b9c5ddcfbafb43d20,"{""kind"":""iri"",""value"":""https://blackcatinformatics.ca/gmeow/examples/standpointclaim-distortion-projected-001""}",[],[]
